vendor_no,supplier_name,part_no,part_desc,blanket_po,po_date,po_qty,unit_price,received_qty,desp_qty,vendor_remark,hal_remark,id,division_name,blanket_line
IP1368,PRAGATI TRANSMISSION PVT. LTD.,088732098000MFG-1,GEAR,23LBI-1007,09-03-2024,35,35000,0,5,,,13526,"Engine Divn, Koraput",
IP1368,PRAGATI TRANSMISSION PVT. LTD.,380600048000MFG-1,PINION,23LBI-1008,15-03-2024,36,24554,0,3,,,13527,"Engine Divn, Koraput",
IP1368,PRAGATI TRANSMISSION PVT. LTD.,9507031-01-1,SHAFT,23GBI-1068,23-02-2024,24,3576,0,24,,,13528,"Engine Divn, Koraput",
IP1368,PRAGATI TRANSMISSION PVT. LTD.,K 2506023-00(SPL)-1,DRIVEN GEAR-MAIN FUEL PUMP,23GBI-1017,07-07-2023,58,15000,25,59,,,13529,"Engine Divn, Koraput",
IP1368,PRAGATI TRANSMISSION PVT. LTD.,2506412-00-1,GEAR,23GBI-1017,07-07-2023,48,15800,0,29,,,13530,"Engine Divn, Koraput",
IP1368,PRAGATI TRANSMISSION PVT. LTD.,380600195000MFG-1,PINION,23LBI-1008,15-03-2024,36,53000,0,5,,,13531,"Engine Divn, Koraput",
IP1368,PRAGATI TRANSMISSION PVT. LTD.,380700269000MFG-1,AIR SEPARATOR SHAFT,23LBI-1007,09-03-2024,35,37200,0,5,,,13532,"Engine Divn, Koraput",
IP1368,PRAGATI TRANSMISSION PVT. LTD.,380700046000MFG-1,GEAR,23LBI-1007,09-03-2024,35,29000,0,,,,13533,"Engine Divn, Koraput",
IP1368,PRAGATI TRANSMISSION PVT. LTD.,380600179000MFG-1,INDUCTOR,23LBI-1007,09-03-2024,35,16000,0,5,,,13534,"Engine Divn, Koraput",
IP1368,PRAGATI TRANSMISSION PVT. LTD.,088760176000MFG-1,GEAR,23LBI-1007,09-03-2024,35,39000,0,5,,,13535,"Engine Divn, Koraput",
IP1368,PRAGATI TRANSMISSION PVT. LTD.,470750053000MFG-1,DRIVEN GEAR,23LBI-1007,09-03-2024,35,29000,0,5,,,13536,"Engine Divn, Koraput",
IR0946,RIVER ENGINEERING PVT. LTD.,2504009-00-1,RING HOLDER,23GBI-1026,18-08-2023,35,10300,0,5,,,13537,"Engine Divn, Koraput",
IR0946,RIVER ENGINEERING PVT. LTD.,2504512-00-1,BUSH,23GBI-1013,22-06-2023,35,11857,0,20,,,13538,"Engine Divn, Koraput",
IR0946,RIVER ENGINEERING PVT. LTD.,2506006-00-1,PIN,23GBI-1069,01-03-2024,36,2000,0,36,,,13539,"Engine Divn, Koraput",
IR0946,RIVER ENGINEERING PVT. LTD.,2507006-00-1,COVER,23GBI-1014,24-06-2023,17,17800,0,5,,,13540,"Engine Divn, Koraput",
IR0946,RIVER ENGINEERING PVT. LTD.,37077053L-1,RTR BREATHER,23GBI-1077,05-04-2024,19,10400,0,19,,,13541,"Engine Divn, Koraput",
IR0946,RIVER ENGINEERING PVT. LTD.,9506415-00-1,BRACKET,23GBI-1059,24-11-2023,42,4100,25,42,,,13542,"Engine Divn, Koraput",
IR0946,RIVER ENGINEERING PVT. LTD.,K-9507314-00-1,AIR SEPERATOR ROTER,23GBI-1041,25-09-2023,39,5100,0,13,,,13543,"Engine Divn, Koraput",
IR0966,RPM ENGINEERING SERVICES,0207114L-1,BOLT,23GBI-1002,25-04-2023,1804,44,899,1805,,,13544,"Engine Divn, Koraput",
IR0966,RPM ENGINEERING SERVICES,0257730L-1,SEALING RING,24GBI-1010,15-05-2024,92,63,0,,,,13545,"Engine Divn, Koraput",
IR0966,RPM ENGINEERING SERVICES,1600222-1,BOLT,23GBI-1001,24-04-2023,732,64,40,770,,,13546,"Engine Divn, Koraput",
IR0966,RPM ENGINEERING SERVICES,37167159-1,AXLE,23GBI-1039,18-09-2023,365,107,0,365,,,13547,"Engine Divn, Koraput",
IR0966,RPM ENGINEERING SERVICES,9503817-00-U-PH-1,SPHERICAL RING,23GBI-1012,13-06-2023,742,400,110,655,,,13548,"Engine Divn, Koraput",
IR0966,RPM ENGINEERING SERVICES,9512497-00-1,NUT,22GBI-1014,11-03-2023,3954,67,2650,3954,,,13549,"Engine Divn, Koraput",
IR0966,RPM ENGINEERING SERVICES,1640126-1,LOCK,24GBI-1010,15-05-2024,121,54,0,,,,13550,"Engine Divn, Koraput",
IR0966,RPM ENGINEERING SERVICES,3124687-1,LOCK WASHER,24GBI-1010,15-05-2024,38,70,0,,,,13551,"Engine Divn, Koraput",
IR0966,RPM ENGINEERING SERVICES,3402A-1-6-12-1,WASHER,24GBI-1010,15-05-2024,151,27,0,,,,13552,"Engine Divn, Koraput",
IR0966,RPM ENGINEERING SERVICES,3456A-4 XUM.PAC-MFG-1,WASHER,24GBI-1010,15-05-2024,419,27,0,,,,13553,"Engine Divn, Koraput",
IR0966,RPM ENGINEERING SERVICES,3463A-4K-1,LOCK WASHER,24GBI-1010,15-05-2024,141,36,0,,,,13554,"Engine Divn, Koraput",
IR0966,RPM ENGINEERING SERVICES,400-749-MFG-1,LOCK,24GBI-1010,15-05-2024,71,24,0,,,,13555,"Engine Divn, Koraput",
IR0966,RPM ENGINEERING SERVICES,6B8-946-544-MFG-1,L WASHER,24GBI-1010,15-05-2024,71,45,0,,,,13556,"Engine Divn, Koraput",
IR0966,RPM ENGINEERING SERVICES,K 357C-7-38 MFG-1,CRAMP,24GBI-1010,15-05-2024,89,81,0,,,,13557,"Engine Divn, Koraput",
IS0026,S. N. TOOLS PRIVATE LIMITED,0287979L-1,PIPE CONNECTION,23GBI-1058,21-11-2023,54,554,0,25,,,13558,"Engine Divn, Koraput",
IS0026,S. N. TOOLS PRIVATE LIMITED,1615008-1,NUT,23GBI-1078,11-04-2024,561,125,0,,,,13559,"Engine Divn, Koraput",
IS0026,S. N. TOOLS PRIVATE LIMITED,37097103L-1,INSULATION BUSH,23GBI-1080,11-04-2024,1675,27,0,1675,,,13560,"Engine Divn, Koraput",
IS0026,S. N. TOOLS PRIVATE LIMITED,380700044000MFG-1,AXLE,24LBI-1002,29-04-2024,68,3500,0,10,,,13561,"Engine Divn, Koraput",
IS0026,S. N. TOOLS PRIVATE LIMITED,9504537-02-1,CALIBRATED RING,24GBI-1004,25-04-2024,47,1800,0,,,,13562,"Engine Divn, Koraput",
IS0026,S. N. TOOLS PRIVATE LIMITED,9512509-00P-1,BUSH,23GBI-1074,13-03-2024,104,1200,0,10,,,13563,"Engine Divn, Koraput",
IS0026,S. N. TOOLS PRIVATE LIMITED,9506151-00-1,BEARING HOUSING,24GBI-1004,25-04-2024,36,3300,0,4,,,13564,"Engine Divn, Koraput",
IS0026,S. N. TOOLS PRIVATE LIMITED,1660184-1,CLAMP,24GBI-1004,25-04-2024,36,1100,0,6,,,13565,"Engine Divn, Koraput",
IS0026,S. N. TOOLS PRIVATE LIMITED,020607205-1,CLAMP,24GBI-1004,25-04-2024,71,900,0,,,,13566,"Engine Divn, Koraput",
IS0026,S. N. TOOLS PRIVATE LIMITED,1665014-1,CLAMP,24GBI-1004,25-04-2024,36,825,0,12,,,13567,"Engine Divn, Koraput",
IS0026,S. N. TOOLS PRIVATE LIMITED,1665003-1,CLAMP,24GBI-1004,25-04-2024,71,640,0,8,,,13568,"Engine Divn, Koraput",
IS0026,S. N. TOOLS PRIVATE LIMITED,K1660305-1,CLAMP,24GBI-1004,25-04-2024,36,900,0,,,,13569,"Engine Divn, Koraput",
IS2211,SHANMUKHA INDUSTRIES,04001034MFG-1,FRONT SEALING COVER,19VBI-1001,24-09-2019,90,6400,48,50,,,13570,"Engine Divn, Koraput",
IS2211,SHANMUKHA INDUSTRIES,062.65.0025-01MFG-1,GEAR,23IBI-1002,14-11-2023,25,37500,0,5,,,13571,"Engine Divn, Koraput",
IS2211,SHANMUKHA INDUSTRIES,062.65.0475-01MFG-1,GEAR,23IBI-1003,01-12-2023,19,39770,0,5,,,13572,"Engine Divn, Koraput",
IS2211,SHANMUKHA INDUSTRIES,2504511-01-1,LAB. BUSH (POST MOD),24GBI-1005,29-04-2024,22,13640,0,2,,,13573,"Engine Divn, Koraput",
IS2211,SHANMUKHA INDUSTRIES,37067005L-1,DRIVE CASING,23GBI-1040,17-10-2023,25,19000,0,,,,13574,"Engine Divn, Koraput",
IS2211,SHANMUKHA INDUSTRIES,3707324L-1,C.F.B.CASING,23GBI-1047,21-10-2023,41,5650,0,5,,,13575,"Engine Divn, Koraput",
IS2211,SHANMUKHA INDUSTRIES,37077077L-1,O.U.COVER,23GBI-1020,24-07-2023,12,6490,0,5,,,13576,"Engine Divn, Koraput",
IS2211,SHANMUKHA INDUSTRIES,743586029000-02MFG-1,INTERNAL SEGMENT,23LBI-1001,14-09-2023,68,6250,0,6,,,13577,"Engine Divn, Koraput",
IS2211,SHANMUKHA INDUSTRIES,9507029-00-1,A.S.COVER,23GBI-1007,20-05-2023,16,4517,0,16,,,13578,"Engine Divn, Koraput",
IS2211,SHANMUKHA INDUSTRIES,K062.65.1189-1,COUPLING OF FREE WHEEL CLUTCH,19LBI-1006,18-05-2019,97,71442,3,32,,,13579,"Engine Divn, Koraput",
IS2211,SHANMUKHA INDUSTRIES,062650638000MFG-1,GEAR,23IBI-1002,14-11-2023,25,43750,0,5,,,13580,"Engine Divn, Koraput",
IS2211,SHANMUKHA INDUSTRIES,062650809000MFG-1,COUPLING SHAFT,19LBI-1006,18-05-2019,66,78624,0,20,,,13581,"Engine Divn, Koraput",
IS2211,SHANMUKHA INDUSTRIES,4001108MFG-1,REAR SEALING COVER,19VBI-1001,24-09-2019,90,6400,88,90,,,13582,"Engine Divn, Koraput",
IS2211,SHANMUKHA INDUSTRIES,743586031000-02MFG-1,OUTER SEGMENT,23LBI-1001,14-09-2023,68,4275,0,6,,,13583,"Engine Divn, Koraput",
IS2211,SHANMUKHA INDUSTRIES,9506024-00-1,BEARING HOUSING,23GBI-1040,17-10-2023,25,4150,0,,,,13584,"Engine Divn, Koraput",
IS2211,SHANMUKHA INDUSTRIES,062.65.0197-01MFG-1,GEAR,23IBI-1002,14-11-2023,25,16071,0,5,,,13585,"Engine Divn, Koraput",
IS2211,SHANMUKHA INDUSTRIES,743595011000-02MFG-1,REAR SEALING RING,23LBI-1001,14-09-2023,136,5450,0,12,,,13586,"Engine Divn, Koraput",
IS2211,SHANMUKHA INDUSTRIES,062.65.0299-01MFG-1,PARASITIC GEAR,23IBI-1002,14-11-2023,25,36607,0,5,,,13587,"Engine Divn, Koraput",
IS2211,SHANMUKHA INDUSTRIES,743595009000-02MFG-1,FRONT SEALING RING,23LBI-1001,14-09-2023,136,5490,0,6,,,13588,"Engine Divn, Koraput",
IS2889,SUPREME PRESS TECH,9503024-00-1,DISTRBUTOR BUSH,23GBI-1043,04-10-2023,696,380,400,696,,,13589,"Engine Divn, Koraput",
IV0528,VARSUN AEROSPACE TECHNOLOGIES PVT LTD,2504504-01-1,EXTERNAL RING,23GBI-1003,02-05-2023,24,59950,0,2,,,13590,"Engine Divn, Koraput",
IV0528,VARSUN AEROSPACE TECHNOLOGIES PVT LTD,2504959-00 P-1,LAB.RING,23GBI-1033,30-08-2023,22,7416,0,5,,,13591,"Engine Divn, Koraput",
IV0528,VARSUN AEROSPACE TECHNOLOGIES PVT LTD,370178132L-1,2 STAGE RING,23GBI-1016,10-07-2023,55,2100,0,10,,,13592,"Engine Divn, Koraput",
IV0528,VARSUN AEROSPACE TECHNOLOGIES PVT LTD,9501024-01-1,4TH STG STOPPER RING,22GBI-1018,15-03-2023,42,720,0,10,,,13593,"Engine Divn, Koraput",
IV0528,VARSUN AEROSPACE TECHNOLOGIES PVT LTD,9501930-00-1,LOCK,23GBI-1062,21-12-2023,42,22230,0,,,,13594,"Engine Divn, Koraput",
IV0528,VARSUN AEROSPACE TECHNOLOGIES PVT LTD,9504009-02-1,II STG BEAIRING HOUSING,22GBI-1015,06-03-2023,14,5500,14,14,,,13595,"Engine Divn, Koraput",
IV0528,VARSUN AEROSPACE TECHNOLOGIES PVT LTD,9504957-00P-1,LABYRINTH SUPPORT,23GBI-1060,24-11-2023,15,15000,5,5,,,13596,"Engine Divn, Koraput",
IV0528,VARSUN AEROSPACE TECHNOLOGIES PVT LTD,370178133L-1,3 STAGE RING,23GBI-1016,10-07-2023,47,2100,0,10,,,13597,"Engine Divn, Koraput",
IV0528,VARSUN AEROSPACE TECHNOLOGIES PVT LTD,9501025-01-1,5TH STG STOPPER RING,22GBI-1018,15-03-2023,24,720,0,10,,,13598,"Engine Divn, Koraput",
IV0528,VARSUN AEROSPACE TECHNOLOGIES PVT LTD,9501932-00-1,LOCK OF CLAMP,23GBI-1062,21-12-2023,77,240,20,77,,,13599,"Engine Divn, Koraput",
IV0528,VARSUN AEROSPACE TECHNOLOGIES PVT LTD,9501026-01-1,6TH STG STOPPER RING,22GBI-1018,15-03-2023,37,720,0,10,,,13600,"Engine Divn, Koraput",
IV0528,VARSUN AEROSPACE TECHNOLOGIES PVT LTD,9501027-01-1,7TH STG STOPPER RING,22GBI-1018,15-03-2023,102,720,0,12,,,13601,"Engine Divn, Koraput",
IV0675,VENKATESWARA ENGINEERING WORKS,020007341-1,BOLT,23GBI-1019,24-07-2023,302,48,0,302,,,13602,"Engine Divn, Koraput",
IV0675,VENKATESWARA ENGINEERING WORKS,0207089L-1,BOLT,23GBI-1004,02-05-2023,4653,29,4627,4653,,,13603,"Engine Divn, Koraput",
IV0675,VENKATESWARA ENGINEERING WORKS,0217073L-1,NUT,23GBI-1057,21-11-2023,2831,24,2831,2831,,,13604,"Engine Divn, Koraput",
IV0675,VENKATESWARA ENGINEERING WORKS,0247115L-1,WASHER,23GBI-1066,26-02-2024,69,72,0,69,,,13605,"Engine Divn, Koraput",
IV0675,VENKATESWARA ENGINEERING WORKS,1610004-1,NUT,23GBI-1028,05-09-2023,998,47,0,998,,,13606,"Engine Divn, Koraput",
IV0675,VENKATESWARA ENGINEERING WORKS,1615003-1,NUT,23GBI-1051,28-10-2023,1380,23,1380,1380,,,13607,"Engine Divn, Koraput",
IV0675,VENKATESWARA ENGINEERING WORKS,1640076-1,WASHER,23GBI-1044,30-09-2023,232,85,0,232,,,13608,"Engine Divn, Koraput",
IV0675,VENKATESWARA ENGINEERING WORKS,2504975-00P-P7-1,PIN,22GBI-1020,04-04-2023,968,29,470,510,,,13609,"Engine Divn, Koraput",
IV0675,VENKATESWARA ENGINEERING WORKS,2504975-00P8-P11-1,PIN,22GBI-1019,04-04-2023,1819,25,487,492,,,13610,"Engine Divn, Koraput",
IV0675,VENKATESWARA ENGINEERING WORKS,9512536-01-1,SPHERE,24GBI-1009,15-05-2024,118,466,0,,,,13611,"Engine Divn, Koraput",
IV0675,VENKATESWARA ENGINEERING WORKS,9522061-01-1,NUT,22GBI-1005,22-11-2022,96,215,96,126,,,13612,"Engine Divn, Koraput",
IV0675,VENKATESWARA ENGINEERING WORKS,1605002-1,BOLT,23GBI-1028,05-09-2023,754,39,754,754,,,13613,"Engine Divn, Koraput",
IV0675,VENKATESWARA ENGINEERING WORKS,1605013-1,BOLT,23GBI-1019,24-07-2023,1139,66,0,1080,,,13614,"Engine Divn, Koraput",
IV0675,VENKATESWARA ENGINEERING WORKS,2504016-02-1,I TURBINE LOCK,23GBI-1044,30-09-2023,2545,36,492,1218,,,13615,"Engine Divn, Koraput",
IV0675,VENKATESWARA ENGINEERING WORKS,9512449-03-1,PIPE CONNETION,22GBI-1005,22-11-2022,168,770,0,133,,,13616,"Engine Divn, Koraput",
IV0675,VENKATESWARA ENGINEERING WORKS,1600238-1,BOLT,23GBI-1019,24-07-2023,341,66,0,271,,,13617,"Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,090.2109-1,BOLT,23SBI-1040,09-05-2024,369,139,0,,,,13618,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,090.2111-1,DOWEL BOLT,21SBI-1106,22-01-2022,101,44,88,101,,,13619,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,090.2219-1,SCREW,21SBI-1059,17-08-2021,630,31,641,630,,,13620,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,090.2219-1,SCREW,21SBI-1109,22-03-2022,2812,31,2843,2812,,,13621,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,090.2230-1,SCREW,22UBI-1049,20-02-2023,62,69,62,62,,,13622,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,097.1007-1,PLUG,22UBI-1065,27-02-2023,344,79,340,344,,,13623,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,098.7766-1,UNION,20SBI-1042,17-11-2020,14,275,16,16,,,13624,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,098.7774-1,T-JOINT,23UBI-1089,02-11-2023,116,588,0,,,,13625,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,098.9097-01-1,UNION,20SBI-1104,30-03-2021,15,580,14,14,,,13626,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,099.3528-1,STOPER,23UBI-1043,17-08-2023,33,86,33,33,,,13627,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,104.01.21.021-1,LOCK WASHER,23UBI-1071,02-09-2023,1773,5,985,1753,,,13628,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,104.01.25.013-01-1,LOCATOR,22UBI-1007,02-08-2022,1095,27,333,1095,,,13629,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,104.01.31.045-1,CAP,22UBI-1048,01-02-2023,25,264,25,25,,,13630,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,104.01.35.006-1,LOCK WASHER,23UBI-1075,02-09-2023,4100,6,4051,4100,,,13631,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,104.04.00.043-1,SHELL,23UBI-1077,07-09-2023,13,1591,0,5,,,13632,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,104.07.21.026-1,LOCKING RING,23UBI-1082,14-09-2023,10,132,0,,,,13633,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,104.07.21.033-1,VALVE BODY,22UBI-1072,01-03-2023,17,2054,0,,,,13634,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,104.27.00.014-1,BOLT,22UBI-1058,30-01-2023,24439,168,370,2022,,,13635,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,090.2111-1,DOWEL BOLT,22UBI-1048,01-02-2023,358,44,163,169,,,13636,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,090.2111-1,DOWEL BOLT,23SBI-1040,09-05-2024,192,51,0,,,,13637,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,090.2172-1,BOLT,21SBI-1106,22-01-2022,32,68,32,32,,,13638,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,090.2243-1,SCREW,21SBI-1059,17-08-2021,18,80,18,18,,,13639,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,090.2243-1,SCREW,21SBI-1109,22-03-2022,40,80,40,40,,,13640,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,094.2144-1,LOCKING WASHER,23UBI-1071,02-09-2023,217,22,217,217,,,13641,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,098.7729-1,UNION NUT,22UBI-1065,27-02-2023,53,212,53,53,,,13642,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,104.01.21.061-1,ADAPTER,20SBI-1042,17-11-2020,7,165,6,7,,,13643,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,104.01.25.013-04-1,LOCATOR,22UBI-1007,02-08-2022,961,27,674,961,,,13644,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,104.04.03.021-1,LOCKING WASHER,23UBI-1075,02-09-2023,7787,4,6684,6993,,,13645,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,104.04.22.023-1,PIN,23UBI-1043,17-08-2023,400,70,26,400,,,13646,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,104.07.30.001-1,CASING,23UBI-1082,14-09-2023,12,1680,0,12,,,13647,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,104.09.03.033-1,STUD,22UBI-1049,20-02-2023,207,68,207,207,,,13648,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,104.10.02.011-01-1,COVER,23UBI-1089,02-11-2023,47,1034,0,20,,,13649,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,104.13.04.051-1,NUT,20SBI-1104,30-03-2021,19,114,19,19,,,13650,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,104.27.00.002-1,BOLT,22UBI-1058,30-01-2023,12089,168,435,635,,,13651,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,090.2172-1,BOLT,22UBI-1048,01-02-2023,615,68,507,507,,,13652,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,090.2172-1,BOLT,23SBI-1040,09-05-2024,169,76,0,,,,13653,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,090.2202-1,SCREW,21SBI-1106,22-01-2022,741,51,741,741,,,13654,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,090.2236-1,BOLT,20SBI-1104,30-03-2021,44,98,48,48,,,13655,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,090.2249-1,BOLT,22UBI-1058,30-01-2023,3449,128,438,1478,,,13656,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,090.2501-1,BIHEXAGONAL BOLT,21SBI-1059,17-08-2021,29,127,23,29,,,13657,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,090.2501-1,BIHEXAGONAL BOLT,21SBI-1109,22-03-2022,68,127,68,68,,,13658,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,104.01.25.013-03-1,LOCATOR,22UBI-1007,02-08-2022,1163,27,698,1163,,,13659,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,104.01.31.062-1,PLUG,20SBI-1042,17-11-2020,40,46,39,40,,,13660,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,104.04.22.046-02-1,LOCKING PLATE,23UBI-1071,02-09-2023,426,7,0,39,,,13661,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,104.04.22.074-1,PLUG,22UBI-1065,27-02-2023,6,78,6,6,,,13662,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,104.06.64.036-1,STOPPER,23UBI-1043,17-08-2023,21,88,21,21,,,13663,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,104.09.05.077-03-1,NUT,23UBI-1089,02-11-2023,13,683,0,13,,,13664,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,104.10.01.004-1,LOCK,23UBI-1075,02-09-2023,2582,4,2576,2580,,,13665,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,090.2182-1,BIHEXAGONAL BOLT,22UBI-1048,01-02-2023,1678,97,440,445,,,13666,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,090.2182-1,BIHEXAGONAL BOLT,23SBI-1040,09-05-2024,1130,110,0,,,,13667,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,090.2202-1,SCREW,22UBI-1007,02-08-2022,1300,51,1298,1300,,,13668,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,090.2236-1,BOLT,21SBI-1106,22-01-2022,60,99,64,64,,,13669,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,090.2611-1,SCREW,21SBI-1059,17-08-2021,12,99,12,12,,,13670,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,090.2634-01-1,BOLT,21SBI-1109,22-03-2022,9,115,9,9,,,13671,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,104.01.31.045-1,CAP,20SBI-1104,30-03-2021,13,252,13,13,,,13672,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,104.06.52.085-1,PLUG,20SBI-1042,17-11-2020,77,98,75,75,,,13673,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,104.07.25.024-1,THRUST SUPPORT,23UBI-1043,17-08-2023,15,164,15,15,,,13674,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,104.09.06.024-1,SCREW,22UBI-1058,30-01-2023,1707,136,190,224,,,13675,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,104.21.00.011-01-1,COVER,23UBI-1075,02-09-2023,446,16,132,335,,,13676,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,090.2183-1,BIHEXAGONAL BOLT,22UBI-1048,01-02-2023,577,95,0,180,,,13677,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,090.2185-01-1,BIHEXAGONAL BOLT,22UBI-1058,30-01-2023,994,128,511,511,,,13678,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,090.2194-1,SCREW,23SBI-1040,09-05-2024,127,94,0,,,,13679,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,090.2611-1,SCREW,21SBI-1106,22-01-2022,23,99,19,23,,,13680,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,090.2634-01-1,BOLT,21SBI-1059,17-08-2021,9,115,9,9,,,13681,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,092.1524-1,STUD,21SBI-1109,22-03-2022,32,91,32,32,,,13682,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,104.07.24.008-1,BUSH,20SBI-1104,30-03-2021,10,58,9,10,,,13683,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,104.12.10.005-1,BOLT,22UBI-1007,02-08-2022,5685,77,4278,5685,,,13684,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,104.13.01.138-1,NIPPLE,20SBI-1042,17-11-2020,40,485,40,40,,,13685,"Sukhoi Engine Divn, Koraput",
IA1304,ARYAN AEROSPACE FASTENERS,104.16.17.105-1,SUPPORT OF STOPPER,23UBI-1043,17-08-2023,1051,81,175,1051,,,13686,"Sukhoi Engine Divn, Koraput",
